,sky_bright,sky_dark,sky_grey
688,5.0358490434970176e-17,7.980936771146015e-18,2.4184829124239332e-17
689,5.416798720733529e-17,9.739384012487288e-18,2.6457684312189995e-17
690,5.4361671423601943e-17,9.133379785543347e-18,2.6312162471451526e-17
691,5.693901818907961e-17,1.0973643869131661e-17,2.7750320027437034e-17
692,6.073326895819625e-17,1.6223771700671672e-17,3.2512867728313126e-17
693,5.935266318108449e-17,1.1767892787666358e-17,2.9605830081919995e-17
694,5.766964491621004e-17,1.0678689036934051e-17,2.840032969913351e-17
695,6.060242728978777e-17,1.678418545288358e-17,3.2935262502595816e-17
696,5.741019693997691e-17,7.081111404811217e-18,2.5397138383129587e-17
697,6.019986844992369e-17,9.687886938256448e-18,2.753105277634902e-17
698,6.046027980270066e-17,1.2727382139573442e-17,2.949697899290071e-17
699,5.674567332961673e-17,6.4579001375754415e-18,2.468551037686212e-17
700,5.689821611990884e-17,7.659964440587776e-18,2.6476301800738065e-17
701,5.664984836365061e-17,1.023829698915546e-17,2.745544904268787e-17
702,5.523074596998775e-17,6.8102357947054016e-18,2.4337778442427956e-17
703,5.633160476105857e-17,5.788286229995888e-18,2.409823435687825e-17
704,5.717977604410039e-17,6.9258663676421406e-18,2.466508918763076e-17
705,5.806369877881779e-17,9.72859166286185e-18,2.603173451363312e-17
706,5.721164034308686e-17,7.052969259933342e-18,2.473132088626761e-17
707,5.796530018425485e-17,7.4318695897907e-18,2.5105692021965426e-17
708,5.792816294423442e-17,7.511017741319609e-18,2.500493920581284e-17
709,5.73122727968519e-17,7.657028586687459e-18,2.4769646665572528e-17
710,5.722794408187235e-17,5.9887288664301525e-18,2.4048908933439632e-17
711,5.656636962420417e-17,5.8638375805669094e-18,2.369425159305092e-17
712,5.611975816869323e-17,5.776402628797202e-18,2.341354388013863e-17
713,5.582154709457018e-17,6.745230747475261e-18,2.3771381278665806e-17
714,5.637798988269531e-17,7.298332751532214e-18,2.4207790123100247e-17
715,5.533667303013922e-17,7.609085942485256e-18,2.405034928015806e-17
716,5.429295120289349e-17,6.807939764699859e-18,2.357535822615814e-17
717,4.731558478872017e-17,7.119913417951875e-18,2.199642104734389e-17
718,4.483018953570355e-17,7.060914589167366e-18,2.1619980850690832e-17
719,4.3079192822545354e-17,5.767242275492261e-18,2.067164687325252e-17
720,4.1645485491340735e-17,5.635661438113985e-18,1.9940494033084946e-17
721,4.661927205108229e-17,5.5475550905492265e-18,2.111363730571893e-17
722,5.0675888625160733e-17,6.0826621148593134e-18,2.196690388887127e-17
723,4.722546280191465e-17,7.623626322703074e-18,2.1493436742512246e-17
724,5.779605954994793e-17,4.463350674932663e-17,4.6522573207073194e-17
725,5.537802809198166e-17,3.403693085700672e-17,3.972100087907214e-17
726,4.5823233346572183e-17,1.0812544903316751e-17,2.3499744938166185e-17
727,5.128980439493714e-17,2.0077802196355804e-17,3.096867923294984e-17
728,6.119719153454848e-17,4.349793486553652e-17,4.815039419243844e-17
729,5.0353336361449737e-17,1.8421169449817104e-17,2.956302782844263e-17
730,4.893566382108108e-17,1.5598311207135612e-17,2.7681214914477054e-17
731,5.225400636697398e-17,2.167894159969559e-17,3.257380004431354e-17
732,5.858729506922807e-17,2.7671754814299764e-17,3.7996278715341334e-17
733,5.392450164676083e-17,1.661674626682311e-17,2.9315805742892185e-17
734,6.287169947677224e-17,3.3456881195195435e-17,4.19715343042198e-17
735,5.386173360858866e-17,1.4115029371858266e-17,2.726792654644308e-17
736,5.206307326495572e-17,1.689240340039263e-17,2.7938624396165044e-17
737,5.73078750080088e-17,2.8097252770279053e-17,3.628830984958126e-17
738,5.1079380707488076e-17,8.297721557098297e-18,2.2941924433126835e-17
739,5.095141523234129e-17,1.2780724248393301e-17,2.5340482252999526e-17
740,5.4828307153874285e-17,2.238080965762901e-17,3.185103933516902e-17
741,5.0783718764158074e-17,1.1910504339595389e-17,2.4396741322650278e-17
742,4.761264359502792e-17,6.5001841983726436e-18,2.0009787411593137e-17
743,4.954573175847086e-17,1.0211523543944307e-17,2.2626710925403164e-17
744,5.054727336870736e-17,1.3620441656062434e-17,2.477922662610195e-17
745,4.7973505287848384e-17,6.036438711298084e-18,1.9809423595441922e-17
746,4.992185474763719e-17,8.225264588761404e-18,2.2468129587791355e-17
747,5.302207017508457e-17,1.5287657342369226e-17,2.8656982347107535e-17
748,5.5020260857829647e-17,1.8808795485397845e-17,3.149858284357649e-17
749,5.090612236627049e-17,1.1093086122479799e-17,2.47888638932078e-17
750,4.880845105045077e-17,6.95068613729799e-18,2.115413469981608e-17
751,4.7499787128926674e-17,5.918596822077822e-18,1.9660721111534793e-17
752,5.51247942083439e-17,1.880005215448441e-17,3.1995119136158876e-17
753,5.734313718931031e-17,2.0447162491875337e-17,3.4484250827172194e-17
754,4.895934840331994e-17,7.762329959212489e-18,2.1631118741145106e-17
755,4.7577026394502573e-17,6.7015807529677606e-18,2.0383467157876355e-17
756,4.9314442957502614e-17,9.01151458468043e-18,2.2850403111466505e-17
757,5.4361229034264373e-17,1.6526670807990507e-17,3.016290735859279e-17
758,5.106606862804686e-17,1.1737807485925632e-17,2.5423504800696082e-17
759,4.414883039759375e-17,9.566605038776265e-18,2.2241619868234027e-17
760,2.317442272501835e-17,8.000232795467365e-18,1.6113201789571523e-17
761,1.6891363036863236e-17,4.912635905537474e-18,1.103775562964386e-17
762,2.840152119492634e-17,9.168540569390582e-18,1.7440532940252867e-17
763,2.4220507846866608e-17,9.47674108055835e-18,1.6641397817396443e-17
764,2.3204939537576028e-17,5.405013096846593e-18,1.239239157739184e-17
765,2.9004146430711506e-17,6.953972988674553e-18,1.5188920255400153e-17
766,3.6461961517422556e-17,1.0034321291341789e-17,2.0215542169043998e-17
767,4.1042662081619575e-17,7.452620785553007e-18,1.9352029632705282e-17
768,4.386364308913836e-17,6.769894131663435e-18,1.965169599094013e-17
769,4.5738443119856037e-17,8.814219695706706e-18,2.2048609569525408e-17
770,4.620419221353362e-17,9.111548703233072e-18,2.175330638243041e-17
771,5.695616996143015e-17,4.0191248901151434e-17,4.160487002354201e-17
772,6.233688388079627e-17,5.187439633068853e-17,4.958651831418117e-17
773,4.863811526815227e-17,1.5864756806164818e-17,2.5378766847734276e-17
774,4.7789549495609835e-17,1.0519309919427193e-17,2.2588157561341824e-17
775,6.417475550357936e-17,4.336814047161859e-17,4.6741508086352954e-17
776,5.753499819546132e-17,2.5296796657074546e-17,3.466368963040686e-17
777,5.230041895065166e-17,1.514213534151937e-17,4.545962159221771e-17
778,5.3360549437999386e-17,1.946833109331071e-17,4.3443374347940745e-17
779,5.817283908650589e-17,3.029582446985179e-17,3.7480085930203047e-17
780,5.76577981883191e-17,2.771534004138086e-17,3.566201921879859e-17
781,5.2264567530729936e-17,1.9781198535651144e-17,2.895931801156225e-17
782,6.24270076871614e-17,3.931308297962359e-17,4.3513170640860905e-17
783,5.306622457235481e-17,1.7342969755280775e-17,2.83063418858533e-17
784,5.068630072949053e-17,1.81678582774393e-17,2.7757564317149645e-17
785,6.129496513714445e-17,4.597078248346946e-17,4.8932452086025256e-17
786,6.445276152663503e-17,4.6526256832675465e-17,5.2188279962041386e-17
787,5.730923825380275e-17,2.943092985748492e-17,3.981267101656012e-17
788,5.2932349405495927e-17,2.5027711407539134e-17,3.319085498005664e-17
789,5.3906618527976734e-17,3.0281740494132774e-17,3.497181004261825e-17
790,4.609187129864486e-17,1.1728860477281542e-17,2.22038191126934e-17
791,6.299880025577364e-17,4.178591958843533e-17,5.093173638387913e-17
792,6.897098812987983e-17,5.1376034430284033e-17,5.900921983399277e-17
793,5.163947838473411e-17,2.603511653916095e-17,3.316555078583217e-17
794,4.596994249241465e-17,1.2640009697090267e-17,2.3144543490460966e-17
795,4.8475043032322494e-17,1.6777807952681823e-17,2.800175017129063e-17
796,5.490791386243247e-17,2.8060946510159106e-17,3.894848081011894e-17
797,5.870242265386344e-17,3.2982915458951405e-17,4.298542572805898e-17
798,5.0642087148559036e-17,2.2969316813240792e-17,3.2190206179095196e-17
799,5.840922266726356e-17,3.675200943745079e-17,4.605050259604139e-17
800,5.471998662931624e-17,2.77772788374897e-17,3.827494568385406e-17
801,4.575873278341456e-17,1.551407141374524e-17,2.575947159910428e-17
802,5.2088905548528205e-17,2.917168229156288e-17,3.756806591048838e-17
803,5.4010921260980934e-17,3.047799155186529e-17,3.942847938792417e-17
804,4.31470177924061e-17,7.86166065338988e-18,1.9354122256891952e-17
805,4.473227816783923e-17,1.3036764014975301e-17,2.3917570505433498e-17
806,4.861538250718343e-17,2.0751345027413058e-17,3.097746630822204e-17
807,4.5712563679522047e-17,1.1824577811068873e-17,2.348533252240501e-17
808,4.282208426432905e-17,8.017833394620523e-18,1.9111408843530088e-17
809,4.2895368346670747e-17,9.731279647032046e-18,2.06177683716485e-17
810,4.3791661979806773e-17,1.3731078826964767e-17,2.4028118310049687e-17
811,4.235158502039977e-17,9.502715979428926e-18,2.0473013438408046e-17
812,4.070885054243181e-17,6.319575564681059e-18,1.7804903546857355e-17
813,3.930951625267378e-17,7.102801712620602e-18,1.7817481378753513e-17
814,3.8097038793333796e-17,9.526951651828247e-18,1.910405909859446e-17
815,3.6516854258868913e-17,8.79513176041772e-18,1.837394154136035e-17
816,3.485049228142011e-17,6.063127897103201e-18,1.637367118434567e-17
817,3.475985339720108e-17,5.8927106483207035e-18,1.6214453276253153e-17
818,3.535520815490227e-17,6.098455243404247e-18,1.641935197520524e-17
819,3.6572831181509836e-17,7.32040063677094e-18,1.7172859772901348e-17
820,3.697200376240461e-17,7.073304520928904e-18,1.6971937879296123e-17
821,3.925280629293105e-17,6.810134638694273e-18,1.726914632026465e-17
822,3.719314732128642e-17,6.581586172549432e-18,1.6974340264335515e-17
823,3.2434824894328345e-17,6.2222784926845216e-18,1.5956992617956957e-17
824,3.689334810767988e-17,6.997592055746655e-18,1.7197793685243805e-17
825,3.858446827902074e-17,7.600321343969321e-18,1.7391181239676958e-17
826,3.808228598839197e-17,6.892379892067241e-18,1.7163510126234093e-17
827,3.8677820273338435e-17,9.029308197969558e-18,1.8475980902557227e-17
828,4.759923458303585e-17,4.116436473875838e-17,4.242238904002011e-17
829,5.631356065415455e-17,5.371311538689139e-17,5.374680097310635e-17
830,5.632229072827014e-17,4.646995310031186e-17,4.937455506527093e-17
831,4.463904087988463e-17,2.0969891752891835e-17,2.824668522375206e-17
832,3.9404022344616773e-17,1.116350033822608e-17,2.0042476937634775e-17
833,3.822376263861478e-17,8.05998807922451e-18,1.7762543018259412e-17
834,6.317940442569514e-17,5.827001259102165e-17,6.057950985684943e-17
835,8.101060663591915e-17,8.355352580224238e-17,8.415242336920173e-17
836,5.0643275949153174e-17,2.9744448743749144e-17,3.60210105026505e-17
837,4.39182880387741e-17,1.670400049946799e-17,2.4877088631306617e-17
838,4.6888840537729836e-17,2.4548308858374262e-17,3.166432028137271e-17
839,4.733309787508034e-17,2.2779108967873704e-17,2.946188206142832e-17
840,6.764469870916021e-17,5.789688161250255e-17,6.132610872303849e-17
841,4.9861449943879957e-17,2.8423339524041085e-17,3.3755896114188405e-17
842,4.924818508822323e-17,3.103161676598677e-17,3.56688739800059e-17
843,6.993967739016424e-17,6.76329969248871e-17,6.829390126063221e-17
844,5.119843762384828e-17,2.387956368942541e-17,3.466613978449943e-17
845,4.841432162041501e-17,2.620981471765107e-17,4.109701450074467e-17
846,5.534860900795656e-17,4.347742458271418e-17,4.6237802829020586e-17
847,5.994364326594533e-17,4.8106826734364736e-17,5.1805422347816636e-17
848,4.1762929368608134e-17,9.85892231426993e-18,1.905150059879781e-17
849,4.327185228292881e-17,1.8464945325294577e-17,2.5497423822561833e-17
850,4.830270887511407e-17,3.4384766045855046e-17,3.751882396968762e-17
851,4.906465556022237e-17,3.041546195560621e-17,3.548880991991344e-17
852,4.0604320520530825e-17,8.940851613855826e-18,1.7983848674052763e-17
853,4.0636563183762466e-17,8.883023716960744e-18,1.793163746348742e-17
854,3.91534292743565e-17,1.576355967210502e-17,2.2143572438504304e-17
855,4.187688412982147e-17,2.142085089828699e-17,2.6701699148374104e-17
856,4.10179324148827e-17,1.024168156464691e-17,1.8593488097634284e-17
857,4.064307523692547e-17,8.801080602590576e-18,1.7323445097377054e-17
858,4.040554263849143e-17,9.778074479143446e-18,1.7607720839913147e-17
859,4.186232866092383e-17,1.3276799426318813e-17,2.0416339548415352e-17
860,4.232172811285885e-17,1.437408397039558e-17,2.1208272163375608e-17
861,4.208780222282721e-17,1.4652489628174877e-17,1.8632296636743635e-17
862,4.809858442005956e-17,3.5995574419968413e-17,2.388976784289769e-17
863,5.627268152065847e-17,5.521511251306902e-17,3.075901127125556e-17
864,5.22409468725005e-17,3.8801899743004136e-17,2.7158138441563838e-17
865,5.089881820247406e-17,3.811554171154161e-17,2.746775750316928e-17
866,5.3907446274859597e-17,5.50013578541748e-17,3.078463011453584e-17
867,5.1245415063116675e-17,4.690536187530581e-17,2.7597071177012695e-17
868,4.7909126908334003e-17,3.088624243573792e-17,2.3276754824637353e-17
869,4.421000889982291e-17,1.9198015215889523e-17,2.0275784795705953e-17
870,4.3387639630192886e-17,1.5006170449929053e-17,1.9908194478984644e-17
871,4.3282867873404794e-17,1.319983973971346e-17,1.9994418498362168e-17
872,4.2009132468516715e-17,1.065534307485966e-17,1.8411988970629834e-17
873,4.202124755703718e-17,1.0797599006542463e-17,1.862678536061761e-17
874,4.224294293306771e-17,1.152478894236254e-17,1.8997796899154643e-17
875,4.28906206148172e-17,1.371189856749762e-17,2.0513776745105788e-17
876,6.042639118935862e-17,6.654650291860146e-17,5.817825984802194e-17
877,7.811413806505335e-17,1.0177395243199158e-16,8.610622260227841e-17
878,7.433307641950967e-17,8.126027876665198e-17,7.331381839166043e-17
879,5.556919542732198e-17,3.8966662600902463e-17,4.032201330232918e-17
880,4.6998975642128973e-17,2.2757351118257386e-17,2.827182934069805e-17
881,4.2659528533855315e-17,1.4536118891826535e-17,2.1094593113109426e-17
882,5.202651168104063e-17,3.4777265061957093e-17,3.572622074201819e-17
883,1.0398474334436235e-16,1.3397695302618091e-16,1.181307524172201e-16
884,7.43124802696237e-17,7.246293174923998e-17,6.672382495165341e-17
885,5.1382585932431056e-17,3.1277186343246867e-17,3.470130406135711e-17
886,4.7016734594724596e-17,2.4148088327379117e-17,2.840254078270947e-17
887,5.3653928330886825e-17,4.20168670502362e-17,4.267528010410615e-17
888,5.3537866759664405e-17,3.8691539409078e-17,3.8924067662066666e-17
889,8.079343595124888e-17,8.71846622118325e-17,8.196651260254883e-17
890,5.582342742398826e-17,4.3193999167856355e-17,4.2271094083093523e-17
891,5.639280097807456e-17,4.7452800563983144e-17,4.63068490922909e-17
892,7.754845400314662e-17,9.435751405833809e-17,8.49529458349735e-17
893,6.422564514608733e-17,5.712609264687803e-17,5.702968889701941e-17
894,4.8609289261565525e-17,3.091209916470349e-17,3.29816213991312e-17
895,6.049518021454887e-17,6.853894457049258e-17,7.140735970041598e-17
896,7.238107116753222e-17,1.0616578997628168e-16,1.0983309800170074e-16
897,8.426696212051556e-17,1.4379263538207076e-16,1.482588363029855e-16
898,9.615285307349891e-17,1.8141948078785983e-16,1.8668457460427032e-16
899,1.0803874402648224e-16,2.1904632619364895e-16,2.251103129055551e-16
